Solicitation ID,Solicitation Title,Description Text,Agency Name,Posted Timestamp,Posted Date,Response Timestamp,Response Deadline,Response Timezone,Opportunity Type,Set Aside Code,NAICS,NAICS Title,PSC,PSC Description,Primary Contact Title,Primary Contact Name,Primary Contact Email,Primary Contact Phone,Primary Contact Fax,Secondary Contact Title,Secondary Contact Name,Secondary Contact Email,Secondary Contact Phone,Secondary Contact Fax,Place of Performance Street Address,Place of Performance Street Address2,Place of Performance City,Place of Performance State,Place of Performance Zip,Place of Performance Country Code,Place of Performance Country,Related Opportunity Id,Award Date,Award Amount,Award Number,Delivery Order Number,Award Justification,Awardee Name,Awardee UEI,Awardee CAGE Code,Awardee Line Item,FPDS Code,FPDS Org ID,SAM Organization Name,Parent Opportunity ID,Modified By,Created By,Modified Timestamp,Created Timestamp,Source Website
W9124J-23-Q-CARGO,Support for Cargo to Tin City,"The contractor is tasked with provide air freight service from Joint Base Elmendorf-Richardson, Alaska, the contractor&rsquo;s flight line, and Tin City, Alaska to support an ARNORTH mission. The freight to be transported are three (3) containers weighing approximately 12,000 pounds with two military escorts with 250 pounds of equipment. The contractor will provide one (1) truck and one (1) forklift needed to load and unload the containers. Additionally, one (1) air freight aircraft will be used to transport the containers and military escorts using the air freight aircraft from the contractor&rsquo;s flight line to Tin City and return.

See attached Performance Work Statement for more detailed information.
",MICC Fort Sam Houston,2023-05-10 12:58:11.822000+00:00,5/10/2023,2023-05-26 16:00:00+00:00,5/26/2023,America/Chicago,Sources Sought,,488510,Freight Transportation Arrangement ,V111,Air Freight,,Matthew Simkovsky,matthew.l.simkovsky.civ@army.mil,2104662203,,,Gary D. Whitney,gary.d.whitney4.civ@army.mil,2104662199,,,,JBER,AK,99505,USA,,,,,,,,,,,,2100,W9124J,W6QM MICC-FDO FT SAM HOUSTON,82a6a7136c49422a9a42d576926fb28b,matthew.l.simkovsky.civ@army.mil,matthew.l.simkovsky.civ@army.mil,2023-06-11 03:59:27.402000+00:00,2023-05-10 12:45:19.925000+00:00,https://sam.gov/opp/82a6a7136c49422a9a42d576926fb28b/view
W9124J-23-Q-CARG,Support for Cargo to Tin City,"The proposed action is for air freight service from Joint Base Elmendorf-Richardson (JBER), Alaska to Tin City, Alaska, to support an ARNORTH mission. The freight to be transported are three (3) containers weighing approximately 12,000 pounds along with two military escorts.
",MICC Fort Sam Houston,2023-04-25 13:20:45.344000+00:00,4/25/2023,2023-05-01 16:00:00+00:00,5/1/2023,America/Chicago,Presolicitation,,488510,Freight Transportation Arrangement ,V111,Air Freight,,Matthew Simkovsky,matthew.l.simkovsky.civ@army.mil,210-466-2203,,,Gary Whitney,Gary.d.whitney4.civ@mail.mil,210-466-2199,,,,JBER,AK,99505,USA,,,,,,,,,,,,2100,W9124J,W6QM MICC-FDO FT SAM HOUSTON,0899a430d6594ccd8da3c9cc71c0a7d8,matthew.l.simkovsky.civ@army.mil,matthew.l.simkovsky.civ@army.mil,2023-06-02 03:58:37.667000+00:00,2023-04-25 13:12:51.065000+00:00,https://sam.gov/opp/0899a430d6594ccd8da3c9cc71c0a7d8/view
FA5606-23-Q-2060,Parcel lockers service provider,"The 52nd Contracting Squadron (52 CONS) is conducting market research to determine interest in a firm-fixed type contract to install parcel lockers, with approximately 200 compartments, and deliver packages to them at Spangdahlem Air Base, Germany. Additionally, there is currently no timeframe for a potential RFQ release.
",U.S. Air Forces Europe and Africa,2023-01-31 10:09:09.129000+00:00,1/31/2023,2023-02-08 23:00:00+00:00,2/8/2023,Europe/Berlin,Sources Sought,,488510,Freight Transportation Arrangement ,V112,Motor Freight,,Lars Falco Dahinten,lars.dahinten.de@us.af.mil,-16112,,,Nick Parsons,nicholas.parsons.3@us.af.mil,-16112,,,,Spangdahlem,,54529,DEU,GERMANY,,,,,,,,,,,5700,FA5606,FA5606  52 CONS DA LGC,8ec0ea80914e4313bdc92d2ee46ec9bd,lars.dahinten.de@us.af.mil,lars.dahinten.de@us.af.mil,2023-02-01 04:58:56.402000+00:00,2023-01-31 09:43:34.230000+00:00,https://sam.gov/opp/f2306d4b86314332a78aa96c007e0a07/view
12405B23Q0074,Shipping a piece of farm equipment from Georgia to Puerto Rico and back.,"This is a combined synopsis/solicitation for commercial goods and commercial services prepared in accordance with the format in FAR subpart 12.6, as supplemented with additional information included in this notice. This announcement constitutes the only solicitation; quotes are being requested, and a written solicitation will not be issued. The solicitation number is 12405B23Q0074 and is issued as a request for quotation (RFQ). The NAICS code is 488510 - Freight Transportation Arrangement.  This solicitation document incorporates those provisions and clauses in effect through Federal Acquisition Circular 2023-01. 




	The USDA, ARS, requires the shipping of a Kincaid Peanut Thrasher from the ARS location in Tifton (2316 Rainwater Rd. (on UGA Coastal Plain Experiment Station) Tifton, GA 31793) to the Illinois Crop Improvement Association Winter Farm (ICIA/Finca Patala, Bo Cintrona, Carr #1 KM 115, Juana Diaz, PR 007953).  The thrasher is 6&rsquo; wide, 7&rsquo; high, 9&rsquo; long, and weighs 1,040 pounds.
	Shipment of the thrasher so that it arrives at the ICIA Farm before the end of March, 2023 and arrives back in Tifton by the end of June, 2023.
	Please include ALL charges for import/export to FOB Destination from GA to PR and back from PR to GA in your quote.  This includes customs clearance, duties/taxes, insurance, storage or demmurage, and any other destination charges.


Any quotes not meeting the minimum specifications will not be considered. 



DOCUMENTS TO BE INCLUDED IN QUOTE: In order to be considered for award Offerors shall provide 1) a Quote on company letterhead detailing the item description, unit price per item, discounts for trade-ins, total price and valid for at least 60 days after receipt of quote; and 2) FAR 52.212-3, OFFEROR REPRESENTATIONS AND CERTIFICATION-COMMERCIAL GOODS AND COMMERCIAL SERVICES; The Representation and Certification section must be completed electronically in the System for Award Management (SAM) website at www.sam.gov.



REJECTION OF QUOTATION: Failure to demonstrate compliance will be caused to reject the quote without further discussions. All responsible sources may submit an offer and will be considered.



The following clauses and provisions apply to this acquisition. 52.252-2 Clauses Incorporated by Reference; 52.212-4 CONTRACT TERMS AND CONDITIONS - COMMERCIAL GOODS AND COMMERCIAL SERVICES; 52.212-5 CONTRACT TERMS AND CONDITIONS REQUIRED TO IMPLEMENT STATUTES OR EXECUTIVE ORDERS - COMMERCIAL GOODS AND COMMERCIAL SERVICES applies,; 52.222-3, Convict Labor; 52.233-3, Protest after award; 52.222-26, Equal Opportunity; 52.222-35, Equal Opportunity for Special Disabled Veterans, Veterans of the Vietnam Era, and Other Eligible Veterans; 52.222-36, Affirmative Action for Workers with Disabilities; 52.222-37, Employment Reports on Special Disabled Veterans, Veterans of the Vietnam Era, and Other Eligible Veterans; 52.222-19, Child Labor - Cooperation with Authorities and Remedies; 52.223-2 Affirmative Procurement of Biobased Products Under Service and Construction Contracts; 52.223-15 Energy Efficiency in Energy-Consuming Products; 52.223-17 Affirmative Procurement of EPA-designated Items in Service and Construction Contracts; 52.225-13, Restrictions on Certain Foreign Purchases; 52.232-33, Payment by Electronic Funds Transfer - System for Award Management; applicable to this acquisition; 52.252-1 Solicitation Provisions Incorporated by Reference; 52.212-1 INSTRUCTIONS TO OFFERORS - COMMERCIAL GOODS AND COMMERCIAL SERVICES; 52.223-1 Biobased Product Certification; 52.223-4 Recovered Materials Certification; 52.212-2 Evaluation-Commercial Products and Commercial Services ; 52.212-3 OFFEROR REPRESENTATIONS AND CERTIFICATIONS - COMMERCIAL PRODUCTS AND COMMERCIAL SERVICES; 52.217-8 Option to Extend Services.



QUOTED PRICE MUST INCLUDE: any delivery costs as well as any applicable duties, brokerage, or customs fees. 



DELIVERY DUE DATE: The Government requires delivery on or before 30 ARO, however, each offeror shall include their proposed delivery schedule as part of their quotation.



PAYMENT: Any award made under this solicitation is subject to 31 CFR Part 208 which requires all payments made by the government to be made by electronic funds transfer. 



Contractors intending to conduct business with the Federal Government MUST register with the System for Award Management (SAM) database prior to submitting quotation. You may register online at www.sam.gov. Any amendment and documents related to this procurement will be available electronically at the Internet site: http://www.beta.SAM.gov.



FAR 52.212-2, Evaluation-Commercial Products and Commercial Services, the significant evaluation factors, in the relative order of importance, are (i) technical capability of the item offered to meet the Government requirement including delivery date; (ii) past performance; and (iii) price (based on F.O.B. Destination), technical and past performance are more important than price. Award will be made based on overall BEST VALUE to the Government.



The government anticipates award of a firm fixed priced contract resulting from this solicitation to the responsible offeror whose offer conforms to the specifications that will be the most advantageous to the government in accordance with FAR 13.106-2. Responses shall include technical specifications, descriptive material and capabilities of the offeror&rsquo;s equipment. Offerors shall identity where the offered item meets or does not meet each of the Government&#39;s functional and performance minimum specifications listed herein.



QUESTIONS REGARDING THIS RFQ ARE DUE TO RICHARD HAWTHORNE at Richard.hawthorne@usda.gov, NO LATER THAN 1:00 p. m. ET, January 26th, 2023. Questions will only be accepted via email and WILL NOT be answered if received after this date/time.

QUOTES DUE BY: 1:00 p. m. ET, January 27th, 2023.

Place of Performance:

From:

USDA, ARS

2316 Rainwater Rd.

Tifton, GA 31793



To:

Illinois Crop Improvement Association Winter Farm

ICIA/Finca Patala, Bo Cintrona, Carr #1 KM 115

Juana Diaz, PR 007953



Primary Point of Contact:

Richard Hawthorne

Purchasing Agent

richard.hawthorne@usda.gov. 



Additional information document was added to the attachments on 1/23/2023 to answer questions posed by potential vendors.
",ARS Southeast Area,2023-01-23 21:19:54.109000+00:00,1/23/2023,2023-01-27 18:00:00+00:00,1/27/2023,America/New_York,Synopsis Solicitation,SBA,488510,Freight Transportation Arrangement ,V119,Other Cargo and Freight Services,,Richard Hawthorne,richard.hawthorne@usda.gov,6626865296,,,,,,,,,Tifton,GA,31793,USA,UNITED STATES,,,,,,,,,,,12H2,12405B,USDA ARS SEA AAO ACQ/PER PROP,43e94afbca5b41b1a21d51eae0654750,richard.hawthorne@usda.gov,richard.hawthorne@usda.gov,2023-02-12 04:58:43.978000+00:00,2023-01-23 21:17:31.860000+00:00,https://sam.gov/opp/33df93f4553048a98b2f1ae600103084/view
,Defense Freight Transportation Services - Industry Day - Save the Date,"12/21/2022: Refer to DFTS II Pre-Solicitation Industry Day powerpoint slides and Question &amp; Answer document in the attachments.

12/12/2022: Refer to DFTS Industry Day Agenda in the attachments.

11/21/2022:  ***Registration is official closed due to seating capacity being reached.***

As part of continuing Market Research, the Government is planning to conduct an Industry Day for the Defense Freight Transportation Services (DFTS-II) contract. The Government intends to hold a general session in the morning and conduct one-on-one sessions as scheduling allows.

Date:           14 December 2022 8:00 &ndash; 5:00

Location:    Drury Inn &amp; Suites

                    1118 Central Park Drive O&#39;Fallon, IL 62269

All industry partners interested in this program are invited to attend. However, due to space constraints pre-registration is required. Participants interested in attending the Industry Day must pre-register by providing the information included below to Mr. Christopher Frost @ christopher.t.frost4.civ@mail.mil, Ms. Cassandra Range @ cassandra.a.range.civ@mail.mil, and Ms. Amy Burk at amy.g.burk.civ@mail.mil no later than 07 December 2022, 1200 CST. Please note &ndash; registration will close once seating capacity is reached.

Registration information:


	Business Name
	Attendee(s) Name and Title
	Contact Information (email and phone)
	Request for one-on-one session&mdash;time slots will be filled in the order in which requests are received.


Additional details will be posted prior to 14 December as needed. Please continue to monitor www.sam.gov for updates.
",United States Transportation Command,2023-01-20 16:55:27.679000+00:00,1/20/2023,2022-12-07 18:00:00+00:00,12/7/2022,America/Chicago,Special Notice,,488510,Freight Transportation Arrangement ,V119,Other Cargo and Freight Services,,Cassandra A. Range,cassandra.a.range.civ@mail.mil,6182207150,,,Chris Frost,christopher.t.frost4.civ@mail.mil,6182207033,,,,,,,,,914d876b0c924a7793421eacf9e3a955,,,,,,,,,,9776,HTC711,USTRANSCOM-AQ,89a10e3f3db84453b41270ad008f857e,cassandra.a.range.civ@mail.mil,cassandra.a.range.civ@mail.mil,2023-03-02 04:58:47.999000+00:00,2023-01-20 16:51:25.932000+00:00,https://sam.gov/opp/329948469564402ca49be6ee781bf001/view
W911SA22q3060,Crane Movement Services,"The purpose of Amendment 2 is add Transportation FAR and DFARS clause.

The purpose of Amendment 1 is answer questions from vendors, update the wage determination, update &quot;ship to address&quot; and changed the delivery date.  The closing date for this solicitation has been changed from 31 March 2022 to 07 April 2022.

This is a one-time non-personnel services in support of the United States Army Reserve Center - AMSA 128 located at 410 Fisher St Morehead City North Carolina 28557 facility closure operations services in one single phase.  This requirement is to provide lift and transportation services from Morehead City, NC to Fort Bragg, NC for the removal and transport of two cranes.
 
",MICC Fort McCoy,2022-04-06 13:13:55.877000+00:00,4/6/2022,2022-04-07 15:00:00+00:00,4/7/2022,America/Chicago,Synopsis Solicitation,SBA,488510,Freight Transportation Arrangement ,V119,Other Cargo and Freight Services,,Laurie Ehlinger,laurie.a.ehlinger.civ@army.mil,6083885535,,,,,,,,,Fort Bragg,NC,28310,USA,UNITED STATES,,,,,,,,,,,2100,W911SA,W6QM MICC FT MCCOY (RC),95b9fcfa0db8445a90abf66687e536ba,laurie.a.ehlinger.civ@mail.mil,laurie.a.ehlinger.civ@mail.mil,2022-04-23 03:56:00.216000+00:00,2022-04-06 13:11:44.993000+00:00,https://sam.gov/opp/d229b28748da45e585fef580e9845b19/view
140F0622Q0008,Evidence Packing and Storage Services - USFWS Law ,"Evidence Packing and Storage Services - USFWS Law Enforcement - Valley Stream, NY Office",Fish and Wildlife Service Region 6: Mountain-Prairie,2021-10-19 21:29:34.121000+00:00,10/19/2021,2021-10-26 21:00:00+00:00,10/26/2021,America/New_York,Solicitation,SBA,488510,Freight Transportation Arrangement ,V111,Air Freight,,"Rose, Keith",keith_rose@fws.gov,612-713-5423,,,,,,,,,,,,,,,,,,,,,,,,1448,6,FWS MOUNTAIN-PRAIRIE REGIONAL OFFIC,ad889eae5faf4967bac88e89ea5f41fa,fbms_acq@ios.doi.gov,fbms_acq@ios.doi.gov,2021-11-11 04:56:02.047000+00:00,2021-10-19 21:29:12.538000+00:00,https://sam.gov/opp/ad889eae5faf4967bac88e89ea5f41fa/view
693JF721Q000022,693JF721Q000022 RFQ-Title XI Sale of Remaining Boldini Vessels,"MARAD Announcement to the Sale of the Platform Supply Vessels BRAVO FIVE (ex-BRAVANTE V) IMO#9645619, BRAVO SIX (ex-BRAVANTE VI) IMO# 9645621, and BRAVO SEVEN (ex-BRAVANTE VII) IMO# 9645633
",Maritime Administration,2021-09-09 18:01:49.954000+00:00,9/9/2021,2021-10-20 21:00:00+00:00,10/20/2021,America/New_York,Solicitation,,488510,Freight Transportation Arrangement ,1915,Cargo and Tanker Vessels,,David Gilmore,david.gilmore@dot.gov,202-366-2118,,,,,,,,,,,,,,,,,,,,,,,,6938,91,693JF7 DOT  MARITIME ADMINISTRATION,12a94a1feb0448a6a4813b81f68aa36d,erica.williams@dot.gov,erica.williams@dot.gov,2021-11-05 03:56:03.551000+00:00,2021-09-09 16:42:52.109000+00:00,https://sam.gov/opp/881d46bf95144b10991cda9ad4918634/view
W91ZLK-21-R-0004,CONUS and OCONUS Shipping Services,"SYNOPSIS/SOLICITATION

W91ZLK-21-R-0004

This combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR Subpart 12.6, as supplemented with additional information included in this notice.  This announcement constitutes the only solicitation; quotes are being requested and a written solicitation will not be issued.  Incorporated provisions and clauses are those in effect through Federal Acquisition Circular (FAC) 2021-04 (19 JAN 21).  The solicitation number for this request for proposal (RFP) is W91ZLK-21-R-0004.

This requirement is under the associated North American Industry Classification System (NAICS) Code 488510 Freight Transportation Arrangement.  The Government contemplates award of a single award, Indefinite Delivery/ Indefinite Quantity (ID/IQ) contract with task orders issued on a firm-fixed price (FFP) basis in accordance with FAR 13, Simplified Acquisition Procedures. 

Contract Minimum and Maximum Limitations


	The Government is obligated to place a minimum of one (1) task order as the contract minimum.
	The Maximum value is NTE $500,000.00 per Period of Performance in addition to a Contract ceiling NTE $2,500,000.00.
	The Government reserves the right to award only the minimum.


The ordering period for the base ID/IQ contract shall be five (5) years from the date of contract award.

Task orders may extend up to one (1) year each after expiration of the base contract ordering period.

Award will be made to the Offeror whose response to the Evaluation Task Order Proposal represents the best value to the Government. The Evaluation Task Order Proposal will be evaluated in accordance with lowest price technically acceptable (LPTA) described in FAR 15.101-2. All questions must be submitted via email to terrijuana.p.veals.civ@mail.mil by July 26, 2021 at 10:00 AM Eastern Time. SUBJECT LINE: W91ZLK-21-R-0004 PROPOSAL FROM (INSERT COMPANY NAME). All questions will be answered via an amendment to the solicitation on beta.SAM.gov. Firm Fixed Price (FFP) proposals must be signed, dated, and received by August 15, 2021 at 10:00 AM Eastern Time.

The contractor, as an independent party and not an agent of the government, shall provide shipping services for equipment and materials moving between CONUS and OCONUS sites.  Parcels will include small boxes that are under a pound, large shipments on a pallet, and oversized items exceeding 1,000 pounds.  Some parcels may contain hazardous material shipments (i.e. items with sources, industrial chemicals). In addition, some parcels may require expedited shipping as detailed in the Performance Work Statement. Locations where parcels will be picked up from and delivered to include, but are not limited to, the following

&bull;               Aberdeen Proving Ground, MD

&bull;               Pine Bluff Arsenal, AR

&bull;               Holloman Air Force Base, NM

&bull;               Schofield Barracks Army Base, Oahu, H

&bull;               Dugway Proving Ground, UT

&bull;               Pueblo Chemical Depot, Pueblo, CO

&bull;               Bluegrass Army Depot, Bluegrass, KY

&bull;               Melborne, Australia

&bull;               Hemmant, Australia

&bull;               Orchard Hills, Australia

Business hours at CBARR are 8:00AM-4:00PM Eastern Standard Time, Monday through Friday, excluding federal holidays.  The contractor shall ship parcels between CONUS and OCONUS sites in support of CBARR operations for the U.S. Army Combat Capabilities Development Command - Chemical Biological Center (CCDC-CBC) Chemical Biological Applications &amp; Risk Reduction (CBARR) Business Unit at Aberdeen Proving Ground, Maryland.  All work to be performed will be inspected for compliance with performance requirements by the designated Government Point of Contact and a Contracting Officer&rsquo;s Representative (COR) provided in the individual Task Orders.

SUBMISSION PROCEDURES:

52.212-1 Instruction to Offerors Commercial Items

This clause applies in its entirety and there are currently no addenda to the provision.

NO PHONE CALLS WILL BE ACCEPTED.

All proposals from responsible sources will be considered. Vendors who are not registered in the System for Award Management (SAM) database prior to award will not be considered. Offerors may register with SAM by calling 1-866-606-8220 or online at www.beta.sam.gov.

Offerors are cautioned to ensure that their proposals contain all necessary information and are complete in all respects as the Government does not intend to conduct discussions. Therefore, proposals shall represent the best and final offer of the Contractor. 


	Proposals shall be submitted in two (2) separate volumes labeled:
	
		Volume I:  CONUS and OCONUS Shipping Services W91ZLK-21-R-0004 TECHNICAL Proposal
		Volume II:  CONUS and OCONUS Shipping Services W91ZLK-21-R-0004 PRICE Proposal
	
	


Note:  Offerors shall complete:  FAR 52.212-3, Offeror Representations and Certifications- Commercial Items (Feb 2021); 52.204-24, Representation Regarding Certain Telecommunications and Video Surveillance Services or Equipment (OCT 2020); and 52.204-26, Covered Telecommunications Equipment or Services-Representation. (OCT 2020 on www.beta.sam.gov or provide a completed copy of the clauses with the proposal.


	Formatting.
	
		Single space Text
		Double Space Paragraphs
		12-point minimum font size.
		Arial or New Times Roman fonts only.  Table/illustrations 8-point min and landscape is acceptable.
		Margins:  All Margins 1 inch.
		Gutter:  0 inches
		Header and Footer 1.5 inches
		Page Size:  Width 8.5 inches and Height 11 inches (11 X 17 folded pages are acceptable for tables/graphic representations; however, each 11 X 17 page counts as two pages)
		Page Limitations:  Volume I Technical &ndash; No pages limit and Volume II Price &ndash; 10 pages.
	
	


NOTE:  Pages that exceed the required page limitations will not be evaluated. Additional pages over the maximum allowed will be removed or not read and will not be evaluated by the Government.


	
	
		Restrictions:  All information shall be confined to the appropriate volume. The Offeror shall confine submissions to essential matters and sufficient to define the proposal in a concise manner, to permit a complete and accurate evaluation of each proposal.  Proprietary information shall be clearly marked. The following shall be included in the volumes:
	
	
	Volume I:  Detail Technical Proposal shall be evaluated based on the following factors:


Factor 1 - Technical Approach:  The offeror&rsquo;s proposal shall adequately describe and present a clear understanding of the requirements specified in the Evaluation Task Order Proposal PWS.  To be rated as acceptable, offerors must provide documentation that demonstrates the approach for meeting all of the shipping requirements specified in the Evaluation Task Order Proposal PWS including:


	Shipping large shipments on a pallet
	Process for handling oversized items exceeding 1,000 pounds (i.e. large items could include 20&rsquo; and 40&rsquo; ISO containers as well as large filtration systems or generators.)
	Approach for meeting the schedules and locations specified in the PWS
	 Procedures for shipping hazardous materials CONUS/OCONUS.


b.     Factor 2 - Experience:  Contractor shall demonstrate the ability to ship parcels to include small boxes that are under a pound, large shipments on a pallet, and oversized items exceeding 1,000 pounds, and hazardous materials while meeting the scheduled arrivals specified in the PWS.  To be rated as acceptable, the offeror must provide documentation to demonstrate recent experience shipping hazardous materials,  large shipments on a pallet, and oversized items exceeding 1,000 pounds to CONUS/OCONUS locations according to the PWS.  Recent experience includes shipping services performed within three (3) years (i.e. previous government contracts).

BASIS FOR AWARD:

The award will be made to one responsible offeror whose proposal is determined to be technically acceptable, and lowest priced.  To receive consideration for an award, an &ldquo;Acceptable&rdquo; rating must be achieved for all the non-cost evaluation factors:  Technical Approach and Experience.  Price will be evaluated in accordance with FAR 15.404-1 Proposal analysis techniques.  Price will be the determining factor for proposals rated as acceptable for the non-cost factors. Price analysis using one or more methods listed under FAR 15.404-1(b) will be used to ensure that the Evaluation Task Order Proposal will result in a fair and reasonable price.


	Volume II: Detailed Price Proposal to include the following elements:
	
	
		Header Page Company Name, DUNS, CAGE, Business Type/Size, ETN# and point of contact information to include:
	
	
	
	
		Name, title, email address, and telephone number including extension.
	
	
	
	
		INCLUDE ALL Information:  See Attachment 1 - Evaluation Task Order Proposal 
	
	


ORDERING PROCEDURES:

The procedure for establishing task orders will be as follows:

(a) General

Services to be furnished under this contract shall be as ordered by the issuance of a Task Order on DD Form 1155 by the Contracting Officer. All orders issued hereunder are subject to the terms and conditions of this contract. In the event of any inconsistency between any task order and the contract, the contract shall take precedence. It is understood and agreed that the Government has no obligation to issue any orders except to meet the minimum guaranteed amount. The contractor agrees to accept and perform orders issued by the Contracting Officer that are within the scope of this contract.

(b) Ordering Procedures

The Contracting Officer will issue a Request for Task Order Proposal to the awardee which will include a

Performance Work Statement (PWS) with the task order period of performance and a deadline for the receipt of proposal. Each Task Order shall be proposed as a Firm-Fixed Price (FFP).

(c) Content of Task Orders

Task Orders will contain the following information at a minimum:

1. Date of order

2. Contract number and order number

3. PWS

4. QASP6. Performance schedule

7. Place of performance

8. Accounting and appropriation data

(d) Modifications of Task Orders

Task Orders may only be modified by the Contracting Officer. Modifications to task orders shall include the information set forth in paragraph (c) above, as applicable.

(e) Unauthorized Work. The Contractor is not authorized to commence task performance prior to issuance of a signed Task Order.

(f) Task Funding Restrictions. No unfunded task orders are allowed.

WAGE DETERMINATION:  2015-4265 Revision# 15 Dated 14 April 2021 https://sam.gov/content/wage-determinations

PROVISIONS/CLAUSES:  See Attachment 2 &ndash; Provisions/Clauses

PERFORMANCE WORK STATEMENT:  See Attachment 3 - Performance Work Statement

QUALITY ASSURANCE SURVEILLANCE PLAN (QASP):  See Attachment 4 - Quality Assurance Surveillance Plan

LIST OF ATTACHMENTS:

Attachment 1 - Evaluation Task Order Proposal 

Attachment 2 &ndash; Provisions/Clauses

Attachment 3 - Performance Work Statement

Attachment 4 - Quality Assurance Surveillance Plan
",ACC Aberdeen Proving Ground,2021-08-13 17:24:10.028000+00:00,8/13/2021,2021-08-17 17:00:00+00:00,8/17/2021,America/New_York,Synopsis Solicitation,,488510,Freight Transportation Arrangement ,V111,Air Freight,,Terrijuana P. Veals,terrijuana.p.veals.civ@army.mil,,,,Shantice M Wright,shantice.m.wright.civ@army.mil,,,,,,,,,,,,,,,,,,,,2100,W91ZLK,W6QK ACC-APG DIR,688ad219952647fc95884b6d1479223a,terrijuana.p.veals.civ@mail.mil,terrijuana.p.veals.civ@mail.mil,2021-09-01 03:56:09.887000+00:00,2021-08-13 17:21:18.681000+00:00,https://sam.gov/opp/54e0f130f67b4965b693b57bcf374c28/view
70Z08521QP45J4800,LRE Dutch Harbor Shipping Support,"This is a combined synopsis/solicitation for commercial items prepared in accordance with the format in FAR Subpart 12.6 as supplemented with additional information included in this notice. Request for Quotations number is 70Z0-8521-Q-P45J4800 and is issued as a request for quotations (RFQ). This announcement constitutes the only solicitation; quotations are being requested and a written solicitation will not be issued. This Request for Quotations incorporates provisions and clauses in effect through Federal Acquisition Circular 2005-65 dated January 29, 2013. The NAICS Code is 488510. The small business size standard is 1250. This is a total small business set aside. All responsible sources may submit proposals that will be considered by the agency. The contract will be awarded on a firm-fixed-price basis using simplified acquisition procedures in accordance with FAR Part 13.5.



The United States Coast Guard Surface Force Logistics Center has a requirement for the following Support for Dutch Harbor:

Dutch Harbor Shipping Support Initial Year

Dutch Harbor Shipping Option Year 1

Dutch Harbor Shipping Option Year 2

Dutch Harbor Shipping Option Year 3

Dutch Harbor Shipping Option Year 4

Please see the attached SOW for specific details.



Shipping charges and lead time to Dutch Harbor, AK.  



Questions and quotes shall be emailed to Emily.E.Greenhouse@uscg.mil and BARBARA.FALERO@uscgmil . Contractors are responsible for verifying receipt of quotes.

INTERESTED VENDORS PLEASE SIGN AN OFFICIAL QUOTE WITH A SAM.GOV REGISTERED DUNS NUMBER AND EMAIL TO Emily.E.Greenhouse@uscg.mil and  BARBARA.FALERO @uscgmil .
",Surface Forces Logistics Center,2021-06-29 20:49:31.723000+00:00,6/29/2021,2021-07-14 12:00:00+00:00,7/14/2021,America/New_York,Synopsis Solicitation,SBA,488510,Freight Transportation Arrangement ,9999,Miscellaneous ITems,,Emily Greenhouse,emily.e.greenhouse@uscg.mil,5104375754,,,Barbara Falero,barbara.falero@uscg.mil,5104375437,,,,Dutch Harbor,AK,99692,USA,UNITED STATES,,,,,,,,,,,7008,70Z085,SFLC PROCUREMENT BRANCH 2(00085),40d99293c0884e53a03b887b0ca5739c,emily.e.greenhouse@uscg.mil,emily.e.greenhouse@uscg.mil,2021-07-30 03:56:04.842000+00:00,2021-06-29 20:27:08.034000+00:00,https://sam.gov/opp/40d99293c0884e53a03b887b0ca5739c/view
